"sig1","sig2","n11","n10","n01","n00","n","phi","log_OR","p_value","p_adj"
"ID_H/InsDel_H","ID_I/InsDel_I",0,47,19,6909,6975,-0.0043046912077532,1.3163611980733,1,1
"C_ID5/InsDel5b","C_ID11/InsDel11",0,63,14,6898,6975,-0.00428150653218311,1.32072353976297,1,1
"C_ID23/InsDel23","ID_B/InsDel_B",12,63,1212,5688,6975,-0.0042439225453178,-0.0795490124222576,0.878609369707449,1
"C_ID3/InsDel3a","ID_B/InsDel_B",11,58,1213,5693,6975,-0.00422119532215825,-0.0808632917846027,0.873652848288389,1
"C_ID19/InsDel19b","ID_H/InsDel_H",16,2195,31,4733,6975,0.00414856326131182,0.121627910642121,0.753811487923518,1
"C_ID2/InsDel2a","C_ID4/InsDel4",28,210,745,5992,6975,0.00408506693696603,0.0846272662559149,0.75226074729052,1
"C_ID9/InsDel9","ID_G/InsDel_G",7,1134,41,5793,6975,-0.00399472128065232,-0.0802458324771673,0.846862961014879,1
"C_ID1/InsDel1a","C_ID3/InsDel3a",39,3773,30,3133,6975,0.00375347775327737,0.0727216262335173,0.808550261703078,1
"C_ID11/InsDel11","ID_G/InsDel_G",0,14,48,6913,6975,-0.00373315675089938,1.59237167289876,1,1
"C_ID2/InsDel2b","C_ID10/InsDel10",2,92,182,6699,6975,-0.00372186361059514,-0.00787990993810796,1,1
"C_ID11/InsDel11","ID_C/InsDel_C",0,14,47,6914,6975,-0.00369379841343808,1.61335039387764,1,1
"C_ID11/InsDel11","ID_H/InsDel_H",0,14,47,6914,6975,-0.00369379841343808,1.61335039387764,1,1
"ID_J/InsDel_J","ID_M/InsDel_M",0,104,6,6865,6975,-0.00360991593341887,1.6201277198954,1,1
"ID_K/InsDel_K","ID_L/InsDel_L",0,22,28,6925,6975,-0.00357112943945668,1.68639895357023,1,1
"C_ID5/InsDel5c","C_ID6/InsDel6",14,143,655,6163,6975,-0.00347427748322257,-0.0511846119853275,0.891081300638077,1
"C_ID2/InsDel2c","ID_M/InsDel_M",0,96,6,6873,6975,-0.00346627771243278,1.700936351105,1,1
"C_ID2/InsDel2b","ID_M/InsDel_M",0,94,6,6875,6975,-0.00342948210304123,1.72217045520177,1,1
"C_ID12/InsDel12","ID_M/InsDel_M",0,91,6,6878,6975,-0.00337357724183662,1.75486755415804,1,1
"ID_I/InsDel_I","ID_L/InsDel_L",0,19,28,6928,6975,-0.00331800762743108,1.82993288513452,1,1
"C_ID18/InsDel18","ID_M/InsDel_M",0,83,6,6886,6975,-0.00322000691783926,1.84752226303904,1,1
"ID_E/InsDel_E","ID_M/InsDel_M",0,83,6,6886,6975,-0.00322000691783926,1.84752226303904,1,1
"ID_F/InsDel_F","ID_M/InsDel_M",0,83,6,6886,6975,-0.00322000691783926,1.84752226303904,1,1
"C_ID1/InsDel1c","ID_D/InsDel_D",15,558,156,6246,6975,0.00321501880651182,0.102305981307621,0.777377910544934,1
"C_ID14/InsDel14","ID_L/InsDel_L",1,320,27,6627,6975,-0.00312300151788057,0.120379765238095,1,1
"C_ID23/InsDel23","ID_M/InsDel_M",0,75,6,6894,6975,-0.00305911975969692,1.94939725756528,1,1
"C_ID19/InsDel19a","ID_M/InsDel_M",0,71,6,6898,6975,-0.00297556317920385,2.00441246848659,1,1
"ID_I/InsDel_I","ID_K/InsDel_K",0,19,22,6934,6975,-0.00293983014966205,2.06718727675637,1,1
"C_ID3/InsDel3a","ID_M/InsDel_M",0,69,6,6900,6975,-0.00293292968570286,2.03307304169581,1,1
"C_ID11/InsDel11","ID_L/InsDel_L",0,14,28,6933,6975,-0.00284713832386071,2.12692009793284,1,1
"C_ID8/InsDel8","ID_H/InsDel_H",2,347,45,6581,6975,-0.00282687269181046,0.0398317027778659,1,1
"C_ID5/InsDel5b","ID_M/InsDel_M",0,63,6,6906,6975,-0.00280129472146649,2.12422901277983,1,1
"C_ID1/InsDel1a","ID_M/InsDel_M",3,3809,3,3160,6975,-0.00274207325033057,-0.186767704000711,1,1
"C_ID2/InsDel2c","C_ID12/InsDel12",1,95,90,6789,6975,-0.0027379149787291,0.164121590054449,1,1
"ID_M/InsDel_M","ID_N/InsDel_N_alpha",0,6,60,6909,6975,-0.00273319064704398,2.17305983274521,1,1
"C_ID1/InsDel1a","C_ID3/InsDel3b",433,3379,354,2809,6975,0.00262710111171477,0.0164622122602585,0.84929129163318,1
"C_ID10/InsDel10","ID_C/InsDel_C",1,183,46,6745,6975,-0.00262281280775139,0.170429022899101,1,1
"ID_F/InsDel_F","ID_J/InsDel_J",1,82,103,6789,6975,-0.00259169674884256,0.176227782200955,1,1
"C_ID8/InsDel8","C_ID12/InsDel12",5,344,86,6540,6975,0.0025889156019125,0.18827848197516,0.806395430721385,1
"C_ID11/InsDel11","ID_K/InsDel_K",0,14,22,6939,6975,-0.00252262924760798,2.36417386559905,1,1
"ID_G/InsDel_G","ID_M/InsDel_M",0,48,6,6921,6975,-0.00244252162693049,2.39587463272282,1,1
"ID_C/InsDel_C","ID_M/InsDel_M",0,47,6,6922,6975,-0.00241677034005348,2.41685318654298,1,1
"ID_H/InsDel_H","ID_M/InsDel_M",0,47,6,6922,6975,-0.00241677034005348,2.41685318654298,1,1
"ID_B/InsDel_B","ID_I/InsDel_I",3,1221,16,5735,6975,-0.00241670306944725,-0.00400209338763967,1,1
"C_ID17/InsDel17","ID_M/InsDel_M",0,46,6,6923,6975,-0.00239074924944865,2.43827503103992,1,1
"C_ID2/InsDel2a","ID_A/InsDel_A_alpha",8,230,211,6526,6975,0.0023879382648558,0.129216393402079,0.848763867508196,1
"C_ID11/InsDel11","ID_I/InsDel_I",0,14,19,6942,6975,-0.00234382517538133,2.50770692362478,1,1
"C_ID13/InsDel13","ID_B/InsDel_B",61,279,1163,5472,6975,0.00233754803671663,0.0343377288719899,0.826631440583517,1
"C_ID9/InsDel9","ID_E/InsDel_E",13,1128,70,5764,6975,-0.00206419987161464,-0.0220939219584212,1,1
"ID_D/InsDel_D","ID_G/InsDel_G",1,170,47,6757,6975,-0.00198239254773486,0.2244083784946,1,1
"C_ID1/InsDel1b","C_ID5/InsDel5a",25,128,1148,5674,6975,-0.00191125880592783,-0.0197247415588533,1,1
"C_ID10/InsDel10","ID_J/InsDel_J",3,181,101,6690,6975,0.0018932498012683,0.239892405053664,0.755186955970912,1
"C_ID2/InsDel2c","C_ID13/InsDel13",5,91,335,6544,6975,0.0018311306586919,0.159167444776987,0.8100199767336,1
"C_ID4/InsDel4","ID_G/InsDel_G",5,768,43,6159,6975,-0.0017654736013689,0.013297475567165,1,1
"C_ID1/InsDel1c","C_ID11/InsDel11",1,572,13,6389,6975,-0.00175110303630973,0.215173984284144,1,1
"ID_C/InsDel_C","ID_D/InsDel_D",1,46,170,6758,6975,-0.00172540654296784,0.245833749715165,1,1
"C_ID2/InsDel2b","C_ID4/InsDel4",10,84,763,6118,6975,-0.00165365929759345,-0.00421715443261472,1,1
"C_ID3/InsDel3a","C_ID4/InsDel4",8,61,765,6141,6975,0.00162956223572005,0.103324064565209,0.847060568908531,1
"C_ID10/InsDel10","C_ID18/InsDel18",2,182,81,6710,6975,-0.00156366601716964,0.120366281442652,1,1
"C_ID10/InsDel10","ID_F/InsDel_F",2,182,81,6710,6975,-0.00156366601716964,0.120366281442652,1,1
"ID_I/InsDel_I","ID_M/InsDel_M",0,19,6,6950,6975,-0.00153351280500982,3.31120505538591,1,1
"C_ID5/InsDel5a","ID_I/InsDel_I",3,1170,16,5786,6975,-0.00143609328713777,0.0474991979460001,1,1
"C_ID2/InsDel2c","C_ID4/InsDel4",11,85,762,6117,6975,0.00141458587228616,0.0761369462617498,0.869891070145747,1
"C_ID2/InsDel2b","C_ID18/InsDel18",1,93,82,6799,6975,-0.00135957798377785,0.279309737521901,1,1
"C_ID2/InsDel2b","ID_E/InsDel_E",1,93,82,6799,6975,-0.00135957798377785,0.279309737521901,1,1
"C_ID11/InsDel11","ID_M/InsDel_M",0,14,6,6955,6975,-0.00131588699229573,3.60818998561156,1,1
"C_ID1/InsDel1c","ID_A/InsDel_A_beta",13,560,141,6261,6975,0.00123943163802641,0.0637357778529639,0.881891334809414,1
"C_ID8/InsDel8","ID_K/InsDel_K",1,348,21,6605,6975,-0.00118200534566512,0.279431857092377,1,1
"C_ID10/InsDel10","ID_A/InsDel_A_alpha",6,178,213,6578,6975,0.00114290033458954,0.115138777819111,0.830158414620158,1
"C_ID1/InsDel1a","C_ID9/InsDel9",625,3187,516,2647,6975,0.00110315545994559,0.00585492935615249,0.948160055447317,1
"C_ID3/InsDel3b","C_ID17/InsDel17",5,782,41,6147,6975,-0.00106510937583319,0.0403615166778121,1,1
"C_ID5/InsDel5c","C_ID14/InsDel14",7,150,314,6504,6975,-0.00103963358930004,0.0302053842544529,1,1
"C_ID12/InsDel12","ID_F/InsDel_F",1,90,82,6802,6975,-0.000965550583987573,0.31236243471905,1,1
"C_ID1/InsDel1a","C_ID18/InsDel18",45,3767,38,3125,6975,-0.00095992018308938,-0.0197632964656172,1,1
"C_ID4/InsDel4","ID_I/InsDel_I",2,771,17,6185,6975,-0.000925881214841934,0.135716301444358,1,1
"C_ID1/InsDel1c","ID_C/InsDel_C",4,569,43,6359,6975,0.000886616404863381,0.144262712685938,0.792721997953433,1
"C_ID19/InsDel19b","ID_E/InsDel_E",26,2185,57,4707,6975,-0.000881179918210091,-0.00732786858318993,1,1
"C_ID1/InsDel1c","C_ID23/InsDel23",6,567,69,6333,6975,-0.000816511300037431,0.0428429598989745,1,1
"C_ID1/InsDel1c","C_ID8/InsDel8",29,544,320,6082,6975,0.000788998993531485,0.027811119269712,0.920355226043106,1
"C_ID2/InsDel2a","C_ID12/InsDel12",3,235,88,6649,6975,-0.000731376657665011,0.11034644587823,1,1
"ID_G/InsDel_G","ID_N/InsDel_N_beta",18,30,2622,4305,6975,-0.000599785738304146,-0.0041907376633192,1,1
"C_ID13/InsDel13","ID_N/InsDel_N_alpha",3,337,57,6578,6975,0.000542659816798303,0.170974545185372,0.767841517370207,1
"C_ID5/InsDel5c","C_ID17/InsDel17",1,156,45,6773,6975,-0.000422867620646167,0.355469991191843,1,1
"C_ID2/InsDel2a","ID_N/InsDel_N_alpha",2,236,58,6679,6975,-0.000404594961634401,0.188114183134223,1,1
"C_ID19/InsDel19b","ID_A/InsDel_A_beta",49,2162,105,4659,6975,0.00038510973481164,0.0109049030781992,1,1
"C_ID2/InsDel2c","C_ID23/InsDel23",1,95,74,6805,6975,-0.000384883301984258,0.361026123008094,1,1
"C_ID5/InsDel5a","ID_G/InsDel_G",8,1165,40,5762,6975,-0.000335042156733402,0.0369854182128695,1,1
"C_ID5/InsDel5b","ID_A/InsDel_A_alpha",2,61,217,6695,6975,0.000190612954726822,0.224245644468565,1,1
"C_ID17/InsDel17","ID_A/InsDel_A_beta",1,45,153,6776,6975,-0.000188377017347752,0.375268238580079,1,1
"ID_E/InsDel_E","ID_F/InsDel_F",1,82,82,6810,6975,0.000150340188379752,0.40608933931429,1,1
"C_ID1/InsDel1b","C_ID17/InsDel17",1,152,45,6777,6975,-0.000109225685746691,0.381951767476614,1,1
